tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
401,2021-04-12 16:15:50.4220,2021-04-12 16:22:31.7140,3212,Christ Hospital,40.734785818,-74.050443636,3211,Newark Ave,40.72152515,-74.046304543,42157,Customer,1970,0
771,2021-04-12 16:19:42.6770,2021-04-12 16:32:33.9360,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,45240,Customer,1970,0
345,2021-04-12 16:19:58.5540,2021-04-12 16:25:43.6540,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42150,Customer,1970,0
431,2021-04-12 16:20:48.8500,2021-04-12 16:28:00.5580,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,46079,Customer,1970,0
191,2021-04-12 16:33:04.2130,2021-04-12 16:36:15.5520,3681,Grand St,40.71517767732029,-74.03768330812454,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,54269,Customer,1970,0
265,2021-04-12 16:38:15.3420,2021-04-12 16:42:41.2710,3639,Harborside,40.71925170000001,-74.034234,3186,Grove St PATH,40.71958611647166,-74.0431174635887,32945,Customer,1970,0
1194,2021-04-12 16:49:05.5870,2021-04-12 17:09:00.2680,3203,Hamilton Park,40.727595965999996,-74.044247311,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,46265,Customer,1970,0
505,2021-04-12 16:57:42.9160,2021-04-12 17:06:08.1920,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3681,Grand St,40.71517767732029,-74.03768330812454,44911,Subscriber,1986,1
235,2021-04-12 16:59:46.2280,2021-04-12 17:03:41.7820,3213,Van Vorst Park,40.71848892,-74.047726625,3483,Montgomery St,40.71942,-74.05099,42141,Subscriber,1958,1
460,2021-04-12 17:02:51.9580,2021-04-12 17:10:32.5130,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3681,Grand St,40.71517767732029,-74.03768330812454,28639,Customer,1970,0
805,2021-04-12 17:03:05.6460,2021-04-12 17:16:31.1590,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3203,Hamilton Park,40.727595965999996,-74.044247311,42343,Customer,1970,0
565,2021-04-12 17:03:14.7640,2021-04-12 17:12:40.1400,3212,Christ Hospital,40.734785818,-74.050443636,3213,Van Vorst Park,40.71848892,-74.047726625,42160,Customer,1970,0
647,2021-04-12 17:03:55.2030,2021-04-12 17:14:42.7350,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3211,Newark Ave,40.72152515,-74.046304543,46079,Customer,1970,0
344,2021-04-12 17:06:06.7520,2021-04-12 17:11:51.5040,3187,Warren St,40.721123600000006,-74.03805095,3205,JC Medical Center,40.71653978099194,-74.0496379137039,54244,Customer,1970,0
212,2021-04-12 17:09:17.1330,2021-04-12 17:12:49.6510,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3280,Astor Place,40.71928220070703,-74.07126188278198,42635,Customer,1970,0
292,2021-04-12 17:16:33.1720,2021-04-12 17:21:25.6770,3185,City Hall,40.717732500000004,-74.04384499999999,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44333,Customer,1970,0
316,2021-04-12 17:19:48.5670,2021-04-12 17:25:04.6700,3681,Grand St,40.71517767732029,-74.03768330812454,3483,Montgomery St,40.71942,-74.05099,42300,Subscriber,1986,1
836,2021-04-12 17:20:36.9570,2021-04-12 17:34:32.9730,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3187,Warren St,40.721123600000006,-74.03805095,54260,Customer,1970,0
352,2021-04-12 17:21:48.2420,2021-04-12 17:27:40.7020,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,45278,Customer,1970,0
179,2021-04-12 17:23:42.1250,2021-04-12 17:26:41.8730,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.0431174635887,43395,Subscriber,1977,1
808,2021-04-12 17:27:40.6510,2021-04-12 17:41:09.0510,3195,Sip Ave,40.73089709786179,-74.06391263008119,3638,Washington St,40.7242941,-74.0354826,20105,Customer,1970,0
232,2021-04-12 17:27:41.4710,2021-04-12 17:31:34.4590,3203,Hamilton Park,40.727595965999996,-74.044247311,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42343,Customer,1970,0
840,2021-04-12 17:29:35.0440,2021-04-12 17:43:36.0200,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3192,Liberty Light Rail,40.711242299999995,-74.0557013,32831,Customer,1970,0
623,2021-04-12 17:29:45.9160,2021-04-12 17:40:09.5850,3211,Newark Ave,40.72152515,-74.046304543,3212,Christ Hospital,40.734785818,-74.050443636,42157,Customer,1970,0
196,2021-04-12 17:33:14.9860,2021-04-12 17:36:31.2810,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.733670000000004,-74.0625,39740,Customer,1970,0
1543,2021-04-12 17:33:24.0830,2021-04-12 17:59:07.8560,3280,Astor Place,40.71928220070703,-74.07126188278198,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42112,Customer,1970,0
200,2021-04-12 17:34:46.0720,2021-04-12 17:38:06.1810,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3483,Montgomery St,40.71942,-74.05099,32531,Customer,1970,0
379,2021-04-12 17:35:48.4500,2021-04-12 17:42:08.3450,3280,Astor Place,40.71928220070703,-74.07126188278198,3195,Sip Ave,40.73089709786179,-74.06391263008119,40124,Customer,1970,0
746,2021-04-12 17:36:39.0540,2021-04-12 17:49:06.0450,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,45281,Customer,1970,0
288,2021-04-12 17:39:21.9840,2021-04-12 17:44:10.2250,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,43798,Customer,1970,0
9426,2021-04-12 17:44:16.4790,2021-04-12 20:21:22.8750,3202,Newport PATH,40.7272235,-74.03375890000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,46947,Customer,1970,0
157,2021-04-12 17:45:55.0860,2021-04-12 17:48:32.5770,3203,Hamilton Park,40.727595965999996,-74.044247311,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,29727,Customer,1970,0
662,2021-04-12 17:50:06.2870,2021-04-12 18:01:08.7880,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,46530,Customer,1970,0
240,2021-04-12 17:52:47.9990,2021-04-12 17:56:48.3130,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44576,Customer,1970,0
128,2021-04-12 17:54:32.8930,2021-04-12 17:56:41.5910,3187,Warren St,40.721123600000006,-74.03805095,3639,Harborside,40.71925170000001,-74.034234,46473,Customer,1970,0
817,2021-04-12 17:57:57.4090,2021-04-12 18:11:35.0570,3187,Warren St,40.721123600000006,-74.03805095,3192,Liberty Light Rail,40.711242299999995,-74.0557013,54260,Customer,1970,0
672,2021-04-12 18:05:43.6120,2021-04-12 18:16:55.7630,3194,McGinley Square,40.7253399253558,-74.06762212514876,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,31171,Customer,1970,0
306,2021-04-12 18:06:41.1800,2021-04-12 18:11:47.4880,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,45240,Customer,1970,0
4225,2021-04-12 18:11:14.2310,2021-04-12 19:21:39.9370,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3202,Newport PATH,40.7272235,-74.03375890000001,43798,Customer,1970,0
363,2021-04-12 18:15:40.9290,2021-04-12 18:21:44.2950,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,46265,Subscriber,1991,1
185,2021-04-12 18:19:25.8830,2021-04-12 18:22:31.3970,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,44916,Customer,1970,0
277,2021-04-12 18:23:50.0160,2021-04-12 18:28:27.3830,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,44916,Customer,1970,0
1105,2021-04-12 18:36:04.7600,2021-04-12 18:54:30.4900,3210,Pershing Field,40.742677141,-74.051788633,3280,Astor Place,40.71928220070703,-74.07126188278198,40488,Customer,1970,0
303,2021-04-12 18:38:32.5360,2021-04-12 18:43:36.1570,3195,Sip Ave,40.73089709786179,-74.06391263008119,3201,Dey St,40.737711,-74.066921,44920,Customer,1970,0
393,2021-04-12 18:48:10.1340,2021-04-12 18:54:43.7420,3213,Van Vorst Park,40.71848892,-74.047726625,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42160,Customer,1970,0
350,2021-04-12 18:48:49.6040,2021-04-12 18:54:39.6420,3213,Van Vorst Park,40.71848892,-74.047726625,3192,Liberty Light Rail,40.711242299999995,-74.0557013,48911,Customer,1970,0
704,2021-04-12 19:02:26.5280,2021-04-12 19:14:11.4870,3195,Sip Ave,40.73089709786179,-74.06391263008119,3210,Pershing Field,40.742677141,-74.051788633,31244,Customer,1970,0
706,2021-04-12 19:19:34.9300,2021-04-12 19:31:21.3980,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3185,City Hall,40.717732500000004,-74.04384499999999,54262,Customer,1970,0
750,2021-04-12 19:23:26.4120,2021-04-12 19:35:57.0830,3211,Newark Ave,40.72152515,-74.046304543,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,46079,Customer,1970,0
403,2021-04-12 19:23:50.4090,2021-04-12 19:30:33.5760,3187,Warren St,40.721123600000006,-74.03805095,3209,Brunswick St,40.7241765,-74.05065640000001,45713,Customer,1970,0
465,2021-04-12 19:29:44.7410,2021-04-12 19:37:30.6380,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42112,Customer,1970,0
646,2021-04-12 19:41:03.1080,2021-04-12 19:51:50.0040,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3681,Grand St,40.71517767732029,-74.03768330812454,45345,Customer,1970,0
637,2021-04-12 19:41:12.8860,2021-04-12 19:51:50.8620,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3681,Grand St,40.71517767732029,-74.03768330812454,19209,Customer,1970,0
218,2021-04-12 19:52:24.6910,2021-04-12 19:56:02.7830,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,34048,Customer,1970,0
510,2021-04-12 19:54:08.1550,2021-04-12 20:02:38.4620,3213,Van Vorst Park,40.71848892,-74.047726625,3267,Morris Canal,40.7124188237569,-74.03852552175522,40093,Subscriber,1956,1
283,2021-04-12 19:58:56.9720,2021-04-12 20:03:40.4320,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3187,Warren St,40.721123600000006,-74.03805095,46079,Customer,1970,0
570,2021-04-12 20:05:33.0910,2021-04-12 20:15:03.9520,3195,Sip Ave,40.73089709786179,-74.06391263008119,3280,Astor Place,40.71928220070703,-74.07126188278198,42150,Customer,1970,0
651,2021-04-12 20:06:55.6300,2021-04-12 20:17:47.0680,3681,Grand St,40.71517767732029,-74.03768330812454,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44911,Customer,1970,0
508,2021-04-12 20:08:54.0000,2021-04-12 20:17:22.0970,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.727595965999996,-74.044247311,43637,Customer,1970,0
517,2021-04-12 20:32:01.6380,2021-04-12 20:40:38.8620,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.727595965999996,-74.044247311,42178,Subscriber,1979,1
271,2021-04-12 20:37:56.1660,2021-04-12 20:42:28.1510,3206,Hilltop,40.7311689,-74.0575736,3225,Baldwin at Montgomery,40.7236589,-74.0641943,45543,Customer,1970,0
242,2021-04-12 20:39:02.5370,2021-04-12 20:43:05.4500,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,48929,Customer,1970,0
280,2021-04-12 20:58:43.5660,2021-04-12 21:03:23.7580,3213,Van Vorst Park,40.71848892,-74.047726625,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42249,Customer,1970,0
460,2021-04-12 20:59:50.2410,2021-04-12 21:07:31.0090,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3225,Baldwin at Montgomery,40.7236589,-74.0641943,32971,Customer,1970,0
275,2021-04-12 20:59:55.8590,2021-04-12 21:04:31.5310,3681,Grand St,40.71517767732029,-74.03768330812454,3185,City Hall,40.717732500000004,-74.04384499999999,44872,Customer,1970,0
270,2021-04-12 21:00:00.8930,2021-04-12 21:04:31.0570,3681,Grand St,40.71517767732029,-74.03768330812454,3185,City Hall,40.717732500000004,-74.04384499999999,45345,Customer,1970,0
526,2021-04-12 21:00:29.8360,2021-04-12 21:09:16.0200,3681,Grand St,40.71517767732029,-74.03768330812454,3187,Warren St,40.721123600000006,-74.03805095,29387,Customer,1970,0
486,2021-04-12 21:03:56.5290,2021-04-12 21:12:02.7170,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3268,Lafayette Park,40.71346382669195,-74.06285852193831,45240,Customer,1970,0
895,2021-04-12 21:04:58.6300,2021-04-12 21:19:53.9260,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3194,McGinley Square,40.7253399253558,-74.06762212514876,31171,Customer,1970,0
161,2021-04-12 21:28:39.9440,2021-04-12 21:31:21.4500,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,32945,Customer,1970,0
151,2021-04-12 21:30:22.8470,2021-04-12 21:32:54.6540,3202,Newport PATH,40.7272235,-74.03375890000001,3638,Washington St,40.7242941,-74.0354826,43798,Customer,1970,0
439,2021-04-12 21:32:22.2880,2021-04-12 21:39:41.8090,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,54358,Customer,1970,0
295,2021-04-12 21:36:41.9800,2021-04-12 21:41:37.0310,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517767732029,-74.03768330812454,20105,Customer,1970,0
133,2021-04-12 21:48:27.8770,2021-04-12 21:50:41.5970,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.0431174635887,38641,Customer,1970,0
641,2021-04-12 21:53:09.9070,2021-04-12 22:03:51.8750,3195,Sip Ave,40.73089709786179,-74.06391263008119,3211,Newark Ave,40.72152515,-74.046304543,39176,Customer,1970,0
126,2021-04-12 21:54:23.3420,2021-04-12 21:56:29.8370,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.71925170000001,-74.034234,47252,Customer,1970,0
429,2021-04-12 21:54:42.6580,2021-04-12 22:01:52.4060,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,3195,Sip Ave,40.73089709786179,-74.06391263008119,39542,Customer,1970,0
152,2021-04-12 22:02:01.3620,2021-04-12 22:04:33.4400,3681,Grand St,40.71517767732029,-74.03768330812454,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,19209,Customer,1970,0
312,2021-04-12 22:07:15.4670,2021-04-12 22:12:27.6700,3187,Warren St,40.721123600000006,-74.03805095,3681,Grand St,40.71517767732029,-74.03768330812454,44723,Customer,1970,0
453,2021-04-12 22:08:36.3720,2021-04-12 22:16:09.7540,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.711242299999995,-74.0557013,43824,Customer,1970,0
199,2021-04-12 22:17:08.4460,2021-04-12 22:20:27.6940,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,42250,Customer,1970,0
374,2021-04-12 22:21:23.4860,2021-04-12 22:27:37.7780,3681,Grand St,40.71517767732029,-74.03768330812454,3202,Newport PATH,40.7272235,-74.03375890000001,28639,Customer,1970,0
136,2021-04-12 22:27:35.1570,2021-04-12 22:29:51.3960,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,38641,Customer,1970,0
256,2021-04-12 22:34:54.6420,2021-04-12 22:39:11.5530,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,40093,Customer,1970,0
659,2021-04-12 22:36:46.0560,2021-04-12 22:47:45.5070,3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001,45352,Customer,1970,0
209,2021-04-12 22:41:05.4550,2021-04-12 22:44:34.9830,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,42219,Customer,1970,0
577,2021-04-12 22:43:02.4590,2021-04-12 22:52:40.0200,3206,Hilltop,40.7311689,-74.0575736,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44774,Customer,1970,0
187,2021-04-12 22:47:02.3970,2021-04-12 22:50:09.6220,3203,Hamilton Park,40.727595965999996,-74.044247311,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,39260,Customer,1970,0
687,2021-04-12 22:47:51.3850,2021-04-12 22:59:18.9140,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3209,Brunswick St,40.7241765,-74.05065640000001,48910,Customer,1970,0
523,2021-04-12 22:47:59.2460,2021-04-12 22:56:42.7540,3483,Montgomery St,40.71942,-74.05099,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,32531,Customer,1970,0
281,2021-04-12 22:49:52.9130,2021-04-12 22:54:34.4850,3195,Sip Ave,40.73089709786179,-74.06391263008119,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,45464,Customer,1970,0
242,2021-04-12 22:59:46.8790,2021-04-12 23:03:49.7350,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3213,Van Vorst Park,40.71848892,-74.047726625,32531,Customer,1970,0
985,2021-04-12 23:11:26.9080,2021-04-12 23:27:52.4970,3185,City Hall,40.717732500000004,-74.04384499999999,3638,Washington St,40.7242941,-74.0354826,54264,Customer,1970,0
208,2021-04-12 23:12:27.9840,2021-04-12 23:15:56.4620,3195,Sip Ave,40.73089709786179,-74.06391263008119,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,42147,Customer,1970,0
366,2021-04-12 23:13:53.8310,2021-04-12 23:20:00.1650,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3185,City Hall,40.717732500000004,-74.04384499999999,44165,Customer,1970,0
140,2021-04-12 23:23:46.7070,2021-04-12 23:26:07.5920,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42112,Customer,1970,0
420,2021-04-12 23:32:08.7420,2021-04-12 23:39:08.7750,3638,Washington St,40.7242941,-74.0354826,3185,City Hall,40.717732500000004,-74.04384499999999,15730,Customer,1970,0
221,2021-04-12 23:36:31.6520,2021-04-12 23:40:13.0420,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,32472,Customer,1970,0
367,2021-04-12 23:36:31.6800,2021-04-12 23:42:39.6790,3638,Washington St,40.7242941,-74.0354826,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,44744,Customer,1970,0
753,2021-04-12 23:43:00.1710,2021-04-12 23:55:33.1790,3639,Harborside,40.71925170000001,-74.034234,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,45363,Customer,1970,0
308,2021-04-12 23:43:47.8350,2021-04-12 23:48:56.1250,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,40284,Customer,1970,0
420,2021-04-12 23:45:48.1920,2021-04-12 23:52:48.5100,3483,Montgomery St,40.71942,-74.05099,3187,Warren St,40.721123600000006,-74.03805095,42141,Subscriber,1958,1
437,2021-04-12 23:59:09.0790,2021-04-13 00:06:26.5200,3211,Newark Ave,40.72152515,-74.046304543,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42949,Customer,1970,0
245,2021-04-13 00:08:49.6820,2021-04-13 00:12:55.4020,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,38524,Customer,1970,0
244,2021-04-13 00:18:18.3370,2021-04-13 00:22:22.9490,3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,40124,Customer,1970,0
208,2021-04-13 00:29:56.2620,2021-04-13 00:33:24.8140,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,29814,Customer,1970,0
750,2021-04-13 00:30:34.8880,2021-04-13 00:43:05.7050,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3638,Washington St,40.7242941,-74.0354826,44084,Customer,1970,0
777,2021-04-13 00:37:26.2000,2021-04-13 00:50:23.8150,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3639,Harborside,40.71925170000001,-74.034234,43824,Subscriber,1996,1
544,2021-04-13 00:46:06.0260,2021-04-13 00:55:10.7640,3187,Warren St,40.721123600000006,-74.03805095,3483,Montgomery St,40.71942,-74.05099,42141,Subscriber,1958,1
334,2021-04-13 01:13:16.1150,2021-04-13 01:18:51.1000,3194,McGinley Square,40.7253399253558,-74.06762212514876,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42250,Customer,1970,0
602,2021-04-13 01:21:31.0290,2021-04-13 01:31:33.2370,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,40796,Customer,1970,0
514,2021-04-13 01:31:16.7110,2021-04-13 01:39:50.9210,3203,Hamilton Park,40.727595965999996,-74.044247311,3639,Harborside,40.71925170000001,-74.034234,42178,Customer,1970,0
170,2021-04-13 01:37:59.3780,2021-04-13 01:40:50.2690,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,31966,Customer,1970,0
300,2021-04-13 02:01:59.6400,2021-04-13 02:06:59.8780,3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,44059,Customer,1970,0
819,2021-04-13 02:44:08.8640,2021-04-13 02:57:48.8480,3195,Sip Ave,40.73089709786179,-74.06391263008119,3679,Bergen Ave,40.72210378668603,-74.07145500183104,41547,Customer,1970,0
416,2021-04-13 03:08:18.7600,2021-04-13 03:15:15.6910,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3268,Lafayette Park,40.71346382669195,-74.06285852193831,42358,Customer,1970,0
561,2021-04-13 03:30:35.1990,2021-04-13 03:39:56.7650,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3279,Dixon Mills,40.72163014263835,-74.04996782541275,44721,Customer,1970,0
272,2021-04-13 03:34:42.3870,2021-04-13 03:39:15.2150,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,46382,Customer,1970,0
696,2021-04-13 03:35:36.4450,2021-04-13 03:47:12.5070,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3280,Astor Place,40.71928220070703,-74.07126188278198,42915,Customer,1970,0
128,2021-04-13 04:36:28.1250,2021-04-13 04:38:37.0490,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.71925170000001,-74.034234,44422,Customer,1970,0
271,2021-04-13 04:50:51.4110,2021-04-13 04:55:23.1200,3195,Sip Ave,40.73089709786179,-74.06391263008119,3225,Baldwin at Montgomery,40.7236589,-74.0641943,54250,Customer,1970,0
1706,2021-04-13 05:51:26.8250,2021-04-13 06:19:53.1900,3194,McGinley Square,40.7253399253558,-74.06762212514876,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,46382,Customer,1970,0
281,2021-04-13 06:59:26.6100,2021-04-13 07:04:08.4050,3681,Grand St,40.71517767732029,-74.03768330812454,3213,Van Vorst Park,40.71848892,-74.047726625,43087,Subscriber,1982,1
188,2021-04-13 07:12:48.5200,2021-04-13 07:15:56.6390,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,34048,Customer,1970,0
161,2021-04-13 07:13:19.9280,2021-04-13 07:16:01.8070,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,28639,Customer,1970,0
1419,2021-04-13 07:32:21.7670,2021-04-13 07:56:00.8440,3694,Jackson Square,40.71113,-74.0789,3205,JC Medical Center,40.71653978099194,-74.0496379137039,40056,Customer,1970,0
1016,2021-04-13 07:56:32.0860,2021-04-13 08:13:28.1800,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3268,Lafayette Park,40.71346382669195,-74.06285852193831,40056,Customer,1970,0
407,2021-04-13 08:14:20.8690,2021-04-13 08:21:07.9190,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,43380,Customer,1970,0
796,2021-04-13 08:45:44.5010,2021-04-13 08:59:00.8550,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3639,Harborside,40.71925170000001,-74.034234,45281,Customer,1970,0
449,2021-04-13 09:12:36.7120,2021-04-13 09:20:06.7090,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3185,City Hall,40.717732500000004,-74.04384499999999,45240,Customer,1970,0
172,2021-04-13 09:18:32.8150,2021-04-13 09:21:25.3510,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.0431174635887,32945,Customer,1970,0
253,2021-04-13 09:37:40.2860,2021-04-13 09:41:53.4460,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3195,Sip Ave,40.73089709786179,-74.06391263008119,46226,Customer,1970,0
302,2021-04-13 09:41:30.7670,2021-04-13 09:46:33.3870,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3187,Warren St,40.721123600000006,-74.03805095,42596,Customer,1970,0
164,2021-04-13 09:48:10.8330,2021-04-13 09:50:55.2740,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,45713,Customer,1970,0
309,2021-04-13 09:50:17.2250,2021-04-13 09:55:26.7130,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,40756,Customer,1970,0
227,2021-04-13 10:24:42.8950,2021-04-13 10:28:30.8850,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3280,Astor Place,40.71928220070703,-74.07126188278198,39407,Customer,1970,0
860,2021-04-13 10:27:51.3470,2021-04-13 10:42:11.3990,3694,Jackson Square,40.71113,-74.0789,3184,Paulus Hook,40.7141454,-74.0335519,42153,Customer,1970,0
274,2021-04-13 10:31:14.5030,2021-04-13 10:35:49.0950,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3195,Sip Ave,40.73089709786179,-74.06391263008119,43352,Customer,1970,0
159,2021-04-13 10:31:15.0560,2021-04-13 10:33:54.7120,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,44721,Customer,1970,0
720,2021-04-13 10:35:22.0460,2021-04-13 10:47:22.8340,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,41547,Customer,1970,0
